uuid,primary_tag,secondary_tag,coherence_score
a12c79ef945f44769df94ee4dd83214d,적극적 소비,사회적 소비,0
48c0a8e982c44dc29e33d6104ea69c92,소극적 실속,사회적 소비,1
b899ab3412e545339f1ba54d93bf3812,윤리적 소비,사회적 소비,2
c43312aaebc94c918937f05941425302,사회적 소비,적극적 소비,0
aa01dc40f53344bba66565ec45f4d2c9,적극적 소비,사회적 소비,2
b163643cc82c4c7aa0b8b2ee90a6901c,윤리적 소비,,2
6435b37fb7984ed3ac305a38aad85074,적극적 소비,사회적 소비,1
618b2cf64ae944ccba21762666e22691,적극적 소비,사회적 소비,1
b727089a6c3d498fbcce0604cc01e34b,적극적 소비,사회적 소비,1
37b6e33f09d94430940564028fef536c,소극적 실속,사회적 소비,2
c816704ef5ca4abca70f5fd680ca05cb,적극적 소비,소극적 실속,1
c15f9d9d283849bea81b3ebb51c09e16,적극적 소비,사회적 소비,0
9bf36a708df8413fb6f78803d471db9a,적극적 소비,사회적 소비,1
6573f7e79c9640f3bd8a2fa9f76cd55f,사회적 소비,소극적 실속,2
16f21db3026046a0b3c50acd7894bb97,사회적 소비,적극적 소비,2
080f126b8c954b0aadae8d9dd6e7c32e,사회적 소비,적극적 소비,0
6e2827fa785c4a1b8a41ee217ad6242c,소극적 실속,적극적 소비,1
f23eb59aca2c4146a1c1e91bdd3478f2,사회적 소비,소극적 실속,0
97697fa725e74885873b9e97507c80a5,적극적 소비,사회적 소비,1
d5de22551dbe4434a836bed9862568a0,사회적 소비,적극적 소비,0
6c2dee520b214f27855b8e26510d307a,자기 중심적,소극적 실속,1
977ae4cb17944cf8ba87848adb6ee12b,적극적 소비,사회적 소비,1
e4368f51b9f840cc87eb78aa74919555,소극적 실속,사회적 소비,2
e6d3be5a6bcd44dfa20594dc476c42b5,적극적 소비,사회적 소비,0
41916cd9cbd64a4580d9dcf037869ad5,윤리적 소비,,2
28b7dd132686417b9c0138aba4841111,적극적 소비,사회적 소비,1
5191019f36264e42a26afd6464e1c882,적극적 소비,사회적 소비,0
bf1bf9379b7c455aa1bab465b6b2c86a,소극적 실속,자기 중심적,2
ead7fc05e2574d9db910e7755318851d,소극적 실속,,2
96f3a44f04f04cc8af97f4d1b762f353,자기 중심적,소극적 실속,2
640df9285fd1424fa948cdd032730e62,소극적 실속,사회적 소비,2
186beb62cb14413c9b70bda85bd354b0,소극적 실속,사회적 소비,2
1fe180b48d824856b269fbf44efc11fc,소극적 실속,사회적 소비,2
421912914fd9491284b18c621ebb6f7e,소극적 실속,사회적 소비,1
1b95dddd56f64d5baccb6882dda4bcc2,윤리적 소비,,2
0a5a0b84c749408abd34941f02621ada,사회적 소비,적극적 소비,0
1d84c4ccadcf4662a8c6f71160fe6a24,소극적 실속,사회적 소비,2
b802fc99702640fb93b54ac42b44b361,적극적 소비,자기 중심적,2
0cc84768ad5c4bccb7623ae941c7102c,적극적 소비,사회적 소비,0
504377eab5564913a5b509f821baab4c,적극적 소비,사회적 소비,0
acbdcc6c89e1477f80254e31e63b119f,소극적 실속,사회적 소비,2
c1f8f25f3cae41bdb102ef3ccf26fffa,자기 중심적,소극적 실속,0
1d3fad1c2df24510a5d46325ff86b25d,소극적 실속,적극적 소비,2
2edcb361ee144c04887359fdce2d044f,사회적 소비,적극적 소비,0
9440e4b302224642a11855e4d8820b4e,사회적 소비,적극적 소비,0
cac2167175944ef8bb4b932f9eb91b92,소극적 실속,사회적 소비,2
d6c22e61db5b48ce844febe1a7e50e70,자기 중심적,소극적 실속,0
a0d3c3e95f2b4eb782f13103d4a04ed9,사회적 소비,소극적 실속,2
5b6d0b86bab745068fd3ece1a98dd66c,소극적 실속,사회적 소비,2
674a1cbd65ac44a28ac994a48f74fadb,사회적 소비,소극적 실속,0
7c6a88433d1941ff88ee0f71a9ff132c,소극적 실속,사회적 소비,1
e6132821b111428898d1df3bb075eca7,자기 중심적,소극적 실속,2
f7fbdaad661e43d6b98f8bbee29e9b37,적극적 소비,사회적 소비,1
b23419558c334c87ac88cefbfb10193f,적극적 소비,사회적 소비,0
d5b0a93816b7416fa89209251530a5d4,소극적 실속,사회적 소비,1
e3f03f269f494802adf58b9314ddc9ec,소극적 실속,적극적 소비,2
6162bb3c82294905bff096960a6a61f7,윤리적 소비,사회적 소비,2
b857655a58564da39ed4446ec0f8b837,사회적 소비,소극적 실속,2
d4669b42779849bfb88f0f8b2e0860e5,적극적 소비,사회적 소비,0
b748e027ce6c477889fb92febb62b724,적극적 소비,소극적 실속,2
215c9b1a319d49128834e609843834ea,적극적 소비,사회적 소비,1
1127fe62f8a04625bd4362eb8181ccb2,소극적 실속,자기 중심적,1
039ae38a54e447539594a8020bd05de4,소극적 실속,사회적 소비,2
b0df7bded1f348898cbbd830535c0cac,적극적 소비,소극적 실속,1
7a98137a5c534933a03fe21611cb374e,적극적 소비,사회적 소비,0
e5a686a1e7ac4623a5ac1da09afc5bb0,윤리적 소비,사회적 소비,2
557fa14d2b0240809446ea7f0c8f309c,적극적 소비,사회적 소비,1
09a2c645f4f04a91aa6c573519c582df,윤리적 소비,사회적 소비,0
f433637f111d4e23ae55aeeb6ce53920,소극적 실속,사회적 소비,2
c10a947502fc46d499ba69c0de6636d8,사회적 소비,적극적 소비,2
f2aed876a1bc4041b17b3099b7beeabd,사회적 소비,적극적 소비,0
321a2de5b825456bbf53ab8891b76a78,자기 중심적,소극적 실속,2
4469e67ac09b4c76a782333135165777,적극적 소비,사회적 소비,1
a6a18fb54bcc4015beaae3fa5786d0dd,적극적 소비,사회적 소비,1
a4d919f528bd436099f8d739083903c7,소극적 실속,적극적 소비,2
ca25c82905694aa7ade573bf2f0fb419,자기 중심적,소극적 실속,2
56daed8392a74c31be52de3a42cc483a,적극적 소비,사회적 소비,2
1b0fb9336c9c4fc683232f3557267831,적극적 소비,사회적 소비,2
ea844dfb27d74d069d561f356b96d07b,적극적 소비,소극적 실속,1
18001f124e4c4291b8e9bc859c31d515,사회적 소비,소극적 실속,0
43fcbad48ff14957a6d5b691c04b6a19,소극적 실속,사회적 소비,2
dc0d8d2fb45d4ac2beafa1056c3c7b79,적극적 소비,사회적 소비,0
1d6111d5db834706b4866f1dbe665592,적극적 소비,사회적 소비,1
f3f778d8e4c54b939d43b47fcc38b067,사회적 소비,소극적 실속,2
d5a2f934dfe54913b43214313c14a7cf,적극적 소비,사회적 소비,0
5b05f54334e740c6b721ccb63effa754,사회적 소비,적극적 소비,2
a895f4ad518342719cdf3e40a85f154e,소극적 실속,사회적 소비,2
ece46ac9f25648b2a57b95f23f3d42e5,자기 중심적,소극적 실속,2
0244441278194c3da2696dc01a872608,소극적 실속,사회적 소비,1
bb06408e4cc04e4284b232e80fb9b5c2,사회적 소비,적극적 소비,2
addfc77282f647b2b64c95daacb04e06,적극적 소비,사회적 소비,2
faa724150f7046818b5fb99fb29fc076,소극적 실속,사회적 소비,2
3e0e65f8a4f44c709c4b3f3a1bc39b2b,윤리적 소비,,2
492f1f27122d4e6094a4d8954cc76282,적극적 소비,사회적 소비,1
38e93c09c8c94a4b8c50bc06fa9898b8,윤리적 소비,,2
8a43d599268644479185750d7a452d6a,적극적 소비,사회적 소비,2
573162e75ac2411b8210c5868b7a7a1e,윤리적 소비,사회적 소비,2
70f20e9eb1fa4cf499fcb4705f162788,윤리적 소비,사회적 소비,0
463be74e3003437ebd9fde4779a522c6,소극적 실속,사회적 소비,2
87190b9048ec4202ace520b542bbae35,소극적 실속,자기 중심적,2
91d119b964cf4d459a692bcb2cf2bd84,사회적 소비,소극적 실속,0
dd05dee210eb4a29a71aa05220a723b6,사회적 소비,소극적 실속,2
45f1172ea9264d3bb3a2fef26d83badc,적극적 소비,사회적 소비,2
39ac8df542294d4faa3c1e4be6ca9021,적극적 소비,사회적 소비,0
11dbb2636fa04be7927a3b88fbbe422b,사회적 소비,적극적 소비,2
45589ec1016e4b9fae1d557ed5316769,자기 중심적,적극적 소비,2
5974f15dd73f4bc3b2d24bbc242cc041,적극적 소비,사회적 소비,1
c94e0e35bbcf4f43aba4a835c614dde5,사회적 소비,소극적 실속,0
5e96dd1954c14b85be15901f017c6192,적극적 소비,사회적 소비,0
5c86215942c949838b381bc45f9c3d9b,사회적 소비,적극적 소비,0
ce9aa5a615154c52955055ed3ff5a0e4,적극적 소비,사회적 소비,1
ac8255690d4045f3bb7edd96d9ddb160,사회적 소비,소극적 실속,2
1b9b7529355c45acb68336fc0e13a67b,적극적 소비,사회적 소비,2
12d3a9bdd8f34aa885dfa19b95a63c49,적극적 소비,소극적 실속,0
7f72d80df3bc4510846a288fb33a923e,적극적 소비,사회적 소비,2
c345e1b229524b788ca69a61519f7244,적극적 소비,사회적 소비,2
2768f3e69ecf4789bfaee2575b05079d,적극적 소비,사회적 소비,1
83c72bac0e564fb29965cc0c0c4c55e2,사회적 소비,소극적 실속,2
8585d01a995144518b02bb51a4125a62,적극적 소비,사회적 소비,1
945f256adc7f4220b2d1b2cc08c34a9f,적극적 소비,사회적 소비,1
25832e17dc89408e943c8252e17cd1e9,사회적 소비,적극적 소비,2
afee44cd58714403b4fff9632fe58e52,적극적 소비,사회적 소비,1
e73357420d54438ba4623983553195f5,사회적 소비,적극적 소비,2
edc4564d18464df795d33c344c2ab339,소극적 실속,사회적 소비,2
8d422d67b80743d9ae5463768b251f72,적극적 소비,사회적 소비,1
f1c2807f96fb4cb98c8ce968a5c0abdf,소극적 실속,사회적 소비,2
42357df4c9a64800b9e3bd8555abfd04,사회적 소비,소극적 실속,0
dc47569f36d44fbebbc04e89c5ebd026,사회적 소비,소극적 실속,0
37c86ffbe5c84adbb53d8e51dbcf5a21,적극적 소비,사회적 소비,1
f7e5466705c54612aace9cea5466ac65,소극적 실속,사회적 소비,0
dbe8ad9789ef464caf2c9ba8bb30743e,사회적 소비,적극적 소비,0
d11a44753e9b44c99d0b370e3d2e3f4e,사회적 소비,소극적 실속,0
cba06857b0454ddcaa8374aae855a4b4,사회적 소비,적극적 소비,2
f1a496f8ec024b4fb5771d41522c281f,사회적 소비,적극적 소비,0
122a4729ef7f42f6b1848d135e495427,소극적 실속,자기 중심적,2
5997e6ba38344cbba70946842280c51a,적극적 소비,사회적 소비,1
6c0b99d699914291bd3361e8ab9936dd,자기 중심적,소극적 실속,2
3cdbc0ad399d40cd8ba0abbc1b69db58,적극적 소비,사회적 소비,0
53fc10ba00124646a442e7d23b1c000d,적극적 소비,사회적 소비,1
1cbb5e06c57f4c8e9f3ada74a65b8d8d,적극적 소비,소극적 실속,0
5d06e625bafb4cffaf4d73e1e96ddfd4,소극적 실속,사회적 소비,0
e7231978b86c440aa1184101880c92a5,사회적 소비,적극적 소비,2
3177252f03b54ce0bd31bbf33f84f7f5,소극적 실속,사회적 소비,2
eb0dc36b27334997a084f050839f09ed,적극적 소비,사회적 소비,2
9e47f5767794426087f301e0a8ceb4e0,적극적 소비,사회적 소비,2
98be8cf9657b4d90b56dfb8c27382314,적극적 소비,사회적 소비,1
1172353217ce46218cb4d6c9f6dfa9d6,소극적 실속,사회적 소비,2
c49952eda3824767a1545b211cbf9013,적극적 소비,사회적 소비,1
5ef9bef2a2bd428c99962fa13add11cf,적극적 소비,사회적 소비,0
36cb32e9e68e47fba6612968a0002fb2,소극적 실속,자기 중심적,0
724706d8dacd4f8db09769a539df4cb0,자기 중심적,소극적 실속,1
8ca8eb70cda243ebb9e048e0e0da76fa,적극적 소비,사회적 소비,0
d5375f521efa49edacfc9b2959ca8a87,사회적 소비,적극적 소비,2
e1335966b2744414a161189a5c5cbf09,적극적 소비,사회적 소비,1
697e663822ba4a44a280bad5800ee0ce,적극적 소비,사회적 소비,2
b9ad51be82a94bfeac7f35f1d9bf564f,적극적 소비,사회적 소비,2
09c49b1f6e164f38a45526e6a8833733,적극적 소비,자기 중심적,0
1d51e5f0314c4112a5a84e8a99e1c63a,소극적 실속,적극적 소비,2
51919e01bec74d699f145b4f61c0e51f,적극적 소비,사회적 소비,1
91ac79520e8043a7935a080908aef84d,소극적 실속,사회적 소비,1
a7516854a8924d53ba62f497a77e4a97,사회적 소비,소극적 실속,0
a906b58886c048d48cef3934418890ad,적극적 소비,사회적 소비,0
fc9d0d0babbf42eeb27022cc0cca70ec,소극적 실속,적극적 소비,2
312bf36dc3574e5cad04b53ef903d498,소극적 실속,적극적 소비,1
8d6e96aa1ad643ab8df151c77f0c5bd5,적극적 소비,사회적 소비,2
9fb48b22802b46fca8462d8c7aaaa52b,소극적 실속,사회적 소비,1
9d21bbc62ef343dba91e96937e570c03,적극적 소비,사회적 소비,2
2665a385b9614a7784b18d7e39abddbc,적극적 소비,사회적 소비,1
57909e645d1e41709860aa8315457249,사회적 소비,,0
a8c1b034819c46598601762d101c3146,소극적 실속,사회적 소비,0
12c13d63da374ca79bae76de18f816b6,소극적 실속,사회적 소비,2
715bf975f01b4e9e8b63ebcf3d2e98d1,사회적 소비,소극적 실속,0
ca378c98041d419eaede9b3dd5c8cdd2,적극적 소비,사회적 소비,1
0f00e5330b9c4390aa868d044fa1329c,소극적 실속,사회적 소비,2
4a42bf873b114d56ad0f6959ce4fd43c,사회적 소비,적극적 소비,0
cd7ba0c7d65545088a79d7561bc4f100,적극적 소비,사회적 소비,2
a623a358c36449f7b090c07109c87a00,적극적 소비,사회적 소비,0
a072f7216c5e46c3b72f1a263a55fc0f,소극적 실속,사회적 소비,1
331af484e243413abfff26afd2ce33a6,적극적 소비,사회적 소비,0
badc56a7e634454786902300116afcc9,적극적 소비,사회적 소비,1
ec2421d81c424422acdce9527ae592fd,사회적 소비,소극적 실속,0
a5272cbdfcbd413582fb480aadc7218f,소극적 실속,사회적 소비,0
eab6dccd8a59418c9c26376b3e360239,소극적 실속,사회적 소비,2
71ed8add0aef4f548a42113f71ba61b0,사회적 소비,적극적 소비,0
7f7f747de3eb4e7290e31ecdd3f76dce,소극적 실속,사회적 소비,2
c000a484ae9d44c8860cba346d18b3bd,적극적 소비,사회적 소비,0
a93f4c2a190f4752b6ee093a38462567,적극적 소비,사회적 소비,0
19c69e7750234a9fb17c6d2655a17815,사회적 소비,적극적 소비,0
8a23f8109e5e41508e04917404cd0cfe,적극적 소비,소극적 실속,2
f70cf7e0ae8b4fdcb020c2a6ffed794f,적극적 소비,소극적 실속,1
d9e9972fd4434892886d62127796123e,소극적 실속,사회적 소비,2
b7efab1d20f0488eb7ee0da39bddecf3,적극적 소비,사회적 소비,0
c6d3ebdf9dd84be290f4e11a754dded7,적극적 소비,소극적 실속,1
8b2e4101df864e339d98a39e3efa7219,소극적 실속,적극적 소비,2
c80707964afc4b1a8e17412f9a3a032a,소극적 실속,사회적 소비,1
a7cdee3f76a74e00b1ae88a0c21012e9,적극적 소비,자기 중심적,2
cf9bb3fb6ed34629b8b7a1d494d0d30b,적극적 소비,사회적 소비,1
c2301297c1e6480ea41d9536cf8a77a6,사회적 소비,적극적 소비,2
8d247f563c00413eaef90dc69b0eeb92,윤리적 소비,,2
07b44843b20e4b7894ccfe211ae6f5f8,소극적 실속,자기 중심적,1
384f63c9c45546168e6e3d6ecf08552f,소극적 실속,사회적 소비,2
476ba404cfa046ccaf9518914b40bf43,적극적 소비,사회적 소비,0
ca08ff42a11d4a8db20a8ce0963a3027,자기 중심적,소극적 실속,1
eb5c5757f27740598d18495615c3aa3e,적극적 소비,윤리적 소비,2
acbc3cfaf8584fccbdb88417af4a5244,적극적 소비,사회적 소비,0
bb6fbf32d8784b73aa59eeb99912195d,소극적 실속,사회적 소비,2
0e790e802e8c4b238d2772186c7a5d81,사회적 소비,적극적 소비,0
4b78f464bc3c4a419353c7499d8cf718,적극적 소비,사회적 소비,0
2d1182e4d9634cde80fe9e8f6f739e2f,윤리적 소비,사회적 소비,0
83e0c6f2e5844242afeb61e034bf01a4,윤리적 소비,,2
66d4671ddc624c488b88897252fd8958,사회적 소비,소극적 실속,2
73440f8030e04605a43e2b886ae00e89,적극적 소비,소극적 실속,1
56d52dc279f04a42bd3ceb0715448a63,적극적 소비,사회적 소비,0
72475bd5ec1847079d2276b75bb4b6a2,사회적 소비,소극적 실속,0
88292c4e492f40e58e96388a4d6ed2c4,소극적 실속,사회적 소비,2
681ed639eead4b388a1ffeaabfec0bc8,사회적 소비,소극적 실속,0
53f8039697724cbbaa2699fc7b7a5541,적극적 소비,사회적 소비,0
b008deaf3449429d9eae07d58bd70676,적극적 소비,사회적 소비,0
ef17b6bb387d4c539afe340c9e9435d3,적극적 소비,사회적 소비,1
f185813dbfe6420a99f08e017e8b94c7,적극적 소비,사회적 소비,1
ea065e93eb394f27909349cd5daacc73,윤리적 소비,사회적 소비,2
2152478e6a3548a799e3bd8288e751ad,적극적 소비,사회적 소비,1
158ad20b38274c3da8b62af6b04607bb,적극적 소비,사회적 소비,0
3cec4f845d2d40f786e83021c71247a9,적극적 소비,사회적 소비,2
7a3db3613cd845f299436448c56a149f,사회적 소비,소극적 실속,2
a599ae3dfef145efa500a2f97045b735,적극적 소비,사회적 소비,0
a6d6becb8d2e4516a7e04dfd98ea1513,사회적 소비,소극적 실속,0
19ded7b8ed13445ea81109a3558195c0,소극적 실속,사회적 소비,1
172345ec42814487910332dfc72f27ed,사회적 소비,적극적 소비,0
198defb6b654476ca8d9e69aa6705500,적극적 소비,사회적 소비,0
7e4284b1252246a39ec9487a371d5a77,소극적 실속,사회적 소비,2
2aed2149d9f1430d8a0767dbd55b455d,소극적 실속,사회적 소비,2
45ecc41d2e074136a0bba4f02f3db81f,적극적 소비,윤리적 소비,2
a534279a3f8a415f8bd28b99e2c60344,소극적 실속,사회적 소비,2
ffeb7f8b9369437089e26c8d0a9c6f3a,적극적 소비,사회적 소비,2
2d5a00086f954f8eb384e8eba6d3b920,사회적 소비,적극적 소비,0
5af6a88fb22540cfb0d6494ed5795ec1,적극적 소비,사회적 소비,0
37f6d6b69a4b4db5832f9e67fbf0cc6f,사회적 소비,적극적 소비,0
5740a00c9921472f9df0c9196bcea97a,적극적 소비,사회적 소비,1
7ec0d0f093074b858b6c70f6a03eb663,적극적 소비,사회적 소비,2
bb2dfe7a4a724e2fa811b04346adb8ed,사회적 소비,소극적 실속,0
7c7b7365bf1c47ab973aeb93366ba7ba,적극적 소비,사회적 소비,2
511d64453d4e455aa73a19e81a7661b6,적극적 소비,사회적 소비,0
56f02f967664478eaf394d9520280cf5,사회적 소비,적극적 소비,0
870f3779739f4009b0d5f8d437ed08f6,소극적 실속,사회적 소비,1
d2ae706566be47b88ab9272e79742dac,적극적 소비,사회적 소비,2
66fc53f6a3ce4654a3253a0e982b7bf6,소극적 실속,사회적 소비,1
1f9ed1cb1a7d4b14897057cf9d6edcbf,사회적 소비,적극적 소비,0
f289180daf334f048eae6de5c2c59609,적극적 소비,사회적 소비,0
2a019765fb1f483b8941b7dc4f32dc24,적극적 소비,소극적 실속,2
2655a3520c024b97a3ec5ea62a8819b6,적극적 소비,사회적 소비,2
1b10bbc616f04e9b954cc1c4b8fd7eb9,적극적 소비,,1
7aa8714633304519b95b2184f0c8d430,적극적 소비,사회적 소비,0
718866c7851e429eb59c25cf9f73186f,사회적 소비,소극적 실속,0
b9fc964dfc3f48289b962e6446c43b37,소극적 실속,자기 중심적,2
aee0ca6c7e2c447a862e8ecee14af2f7,적극적 소비,사회적 소비,2
83f21493e43c4657b28f4693463912f9,적극적 소비,사회적 소비,1
ad79a27aba4b4c208bf4adad77d2936f,사회적 소비,소극적 실속,2
ca0733120615436fb7ef401d7011d8cd,적극적 소비,사회적 소비,1
cdcf0a4da0664551afa3413f2936c2f4,적극적 소비,사회적 소비,1
b9720338644349a4b2680726be30ee89,사회적 소비,소극적 실속,2
47ce217fef744f14873c196ebad8284f,적극적 소비,사회적 소비,0
dca974a7688045b684790b7c32058b41,소극적 실속,사회적 소비,2
480a85a34d31481e8ed18f3db2a09cec,소극적 실속,윤리적 소비,2
4c316ddb63854f4c9268cd3e226bcdeb,사회적 소비,적극적 소비,0
fd068eda1b35447ea77978b767f2c3e1,적극적 소비,사회적 소비,1
b18cc3ded8be4e15afc3159d43e68c87,적극적 소비,사회적 소비,2
6418a77799484ae48100b5b7542518de,적극적 소비,사회적 소비,1
fd0c0c47e8774206b85cb28ce5c079f2,적극적 소비,사회적 소비,2
2a5340f09a9e4382bd8cde59379a2e96,소극적 실속,사회적 소비,2
b0ef950aa1184bbdbbfe615f8a441282,소극적 실속,사회적 소비,2
bae50b0afb4f4a71a141c8dab35d92d9,윤리적 소비,적극적 소비,2
a782577af6fe42d7953c1976684e9b22,적극적 소비,소극적 실속,1
6e55ca907e4843d5b7acfefb887ebf30,적극적 소비,사회적 소비,1
ab23b94e9dbd4d45b148acde2344713b,적극적 소비,사회적 소비,0
3d384126612d4db788c5f21bafa87145,적극적 소비,사회적 소비,2
158229f9ad8b41948e889821e42f150d,사회적 소비,소극적 실속,0
5d825e977e39447e9bcc0ed76b9a74b9,적극적 소비,사회적 소비,0
c1f43f600f304f18b36b1bf8d4b2cdc4,적극적 소비,사회적 소비,0
3ea95db0ab99461eb59b0651f7e51446,적극적 소비,사회적 소비,2
741f27a2e6f441a4b30d7f8d0670d7bd,적극적 소비,사회적 소비,1
b7db3c31adb241f7a5130adb4fd87a21,적극적 소비,소극적 실속,0
fc945ae743c94469b1dc1fcdb2c19832,사회적 소비,소극적 실속,2
dd3f08448f1a47e29cd5ea1732586443,적극적 소비,사회적 소비,0
e7a9f70ebd6b481491781994707ccf0a,사회적 소비,적극적 소비,0
93f756048961490b9d6ee07e61b1463b,소극적 실속,사회적 소비,2
c6547f5790c14d64be2487180a51fbb4,사회적 소비,적극적 소비,2
3c478d2117cc4f0d9343181fd3371674,적극적 소비,,0
cecc5a4d1f2d451684664ddddbd5e986,사회적 소비,소극적 실속,2
f1a0882b256245a09cc70b6bce96f346,적극적 소비,사회적 소비,0
4e33e7955cb643b1adbbfcbee7d569b4,소극적 실속,자기 중심적,2
35ced4280afa4b2dafd940242d507296,사회적 소비,소극적 실속,2
0f5f263d8c8947e48ba97c506d96bb87,사회적 소비,윤리적 소비,2
8eeb7ef9eb344f15a0ca7c480869f188,소극적 실속,사회적 소비,2
5def6700cf484c2aa345b6f92bf00c22,적극적 소비,사회적 소비,1
0541521227cb42d981a828d664095838,사회적 소비,적극적 소비,0
7591234757c84d3dad1eff1c7dd549fa,사회적 소비,윤리적 소비,2
b1e13790cce74a6a899f0b3b12783e98,사회적 소비,소극적 실속,0
2b94c8341d7c41728c916934a480fdf0,적극적 소비,사회적 소비,0
6a762730f85a4faa8afcaf90f34ed904,적극적 소비,사회적 소비,2
af5e85b44f40482cb9d6d881b7a5fab4,소극적 실속,사회적 소비,2
70fdaf5eb5f3457bbad5156abdb13b26,적극적 소비,사회적 소비,0
fec0da5b391246679480aa60e7fb8e27,적극적 소비,사회적 소비,1
e7a223ae118447189b668f538fb30f99,사회적 소비,적극적 소비,0
bc78140d2b0b43fca6f1290f33a58116,적극적 소비,사회적 소비,0
2bf2c5c7d87046c7a0059f73dd205b1c,윤리적 소비,적극적 소비,2
6243c5b598fa4d089400e9e1242e3e47,사회적 소비,소극적 실속,0
867287f98403484aa06e24336c243f28,적극적 소비,사회적 소비,0
5d6f0be05e8e43ab92645ebbec95cd3b,적극적 소비,사회적 소비,2
b0cf8df4821f45e5b767b8c5ae821734,적극적 소비,사회적 소비,2
5d58c492c9d5467b8e26a50780241bd0,소극적 실속,사회적 소비,2
3a368ef0ec3c44f89c903ddbfaf40f9e,적극적 소비,사회적 소비,2
6195639e68054bccaadc9fdc33dba2e5,적극적 소비,사회적 소비,0
499ac14424d34266ad739e8f70fec953,사회적 소비,소극적 실속,0
12609519bbe441319c1b4bbcadd89c1b,사회적 소비,적극적 소비,2
ff14546f3f4741349863c017f9ff875f,사회적 소비,소극적 실속,2
9b581500b18a41eba173a5c3665e24da,적극적 소비,사회적 소비,0
90680299cb6543dfbf43623bc1800230,소극적 실속,사회적 소비,2
a3ab8f98f5624dfda9ff58ef60fca1e7,소극적 실속,사회적 소비,2
87a21335fb4e44afba36f018b8c6144e,적극적 소비,사회적 소비,0
9d5ff00d59a64fad986e4f601c1e43b9,사회적 소비,적극적 소비,2
3fc8e287bdad4951ac6f03242e638264,적극적 소비,사회적 소비,1
a35dc6dcf3c2430e974b3fd73288035e,소극적 실속,사회적 소비,2
07495026a62b4beeb8e54300615b7073,윤리적 소비,사회적 소비,2
4626dccc3e7a4fcdbc7233d92650e6f3,소극적 실속,사회적 소비,2
61725437c81640828675b49b837f3501,적극적 소비,사회적 소비,0
540f4c048a0e435c837d096b50bce6c9,사회적 소비,소극적 실속,0
a5060417f8564d3a994e5a053b91c527,적극적 소비,사회적 소비,0
3e2d8eb49ca24ac1b79568636a5351a1,소극적 실속,사회적 소비,2
66804a5cdc87462681fbf24b1ed32e97,자기 중심적,소극적 실속,2
278dce4da15e48939555a88515f705e6,소극적 실속,사회적 소비,0
dbeabc4b7e8e410d90ed5dd711665657,사회적 소비,소극적 실속,2
83ae7530dbf842c4bd72d82431f313c8,적극적 소비,소극적 실속,1
794e02b8741048e8b0aed9def2bd3289,소극적 실속,사회적 소비,1
2f6d8afa4b38443ab7e83108947fba25,적극적 소비,사회적 소비,0
7436cae47fea4ab997b39bf81b307fc0,사회적 소비,소극적 실속,0
a0797eb517234257a1a4dd7a9031454f,윤리적 소비,적극적 소비,2
8409d3cc8b914b3d989a5bc7c10d67c6,사회적 소비,소극적 실속,0
38f02c8785084250b8d609e05239f035,소극적 실속,사회적 소비,2
d8ad70e58be04b888cee06b5140bd29c,소극적 실속,사회적 소비,0
17f5e23b148047729e18a076add32843,사회적 소비,소극적 실속,2
937d1797a1074e0d8f0bc723fa05c08d,적극적 소비,사회적 소비,2
cb9d54f3c54d4e06a11d42286ea26621,소극적 실속,사회적 소비,1
abb87ed7947a48758b5a2d1ead4dd14c,적극적 소비,사회적 소비,1
dac5cac1e1b144baa9f9cc7647039d15,소극적 실속,사회적 소비,2
e0d7867aa595494199ecac52495a9289,소극적 실속,사회적 소비,1
6f6fadb5364b49368f53ab2e4f6621a5,윤리적 소비,적극적 소비,2
f0f0d4fd43e94140b35daebacc4322ae,적극적 소비,사회적 소비,2
6bdf8579aa564b09a3931c0016ed1395,적극적 소비,사회적 소비,0
15970020f9a54efda0a3fe79ebdd6496,소극적 실속,적극적 소비,2
08d508e2ae9048af9148591330c4b419,적극적 소비,사회적 소비,2
dab34a49f2884a04a89037ae57f9382d,윤리적 소비,사회적 소비,2
5bdd09a802d34b21b9954df9fa1bb5fd,윤리적 소비,,0
ca4287101df94747b74473045d31c512,적극적 소비,사회적 소비,1
87859f40b2734cc08bb1f1264f8fefeb,윤리적 소비,자기 중심적,2
d86975dc248f4c10bbb33a0e69e47742,적극적 소비,사회적 소비,2
d9bdca9c517b41dfa3332c81fb77aa59,적극적 소비,사회적 소비,1
c12883cfc4cc4556803bc742841ab8e7,소극적 실속,사회적 소비,2
8e3dac5923d844bb94e8bd873ca19719,적극적 소비,사회적 소비,1
3d15817a8bc24fcda7fa23b526225725,소극적 실속,자기 중심적,1
7ad9a30200d5458da7a9301bc2a4885c,소극적 실속,사회적 소비,2
08914823e79141c6a1c56a27e5ce77f0,윤리적 소비,,2
c09651e26fdb455f849fe80fc17b9ed1,소극적 실속,사회적 소비,2
c0b9e474fd7444f4be777fbbecc1789e,적극적 소비,사회적 소비,0
92d330586b9148429dee5c107065defa,사회적 소비,소극적 실속,2
3a6ec9e269064166b611695d50560f0d,적극적 소비,사회적 소비,1
b9437240c7004004aea7ae0c4a05a603,사회적 소비,소극적 실속,0
c0d14ee1047240cc9c2c6f5a5451753a,적극적 소비,사회적 소비,0
8101b3f0de09422895169931a165e503,소극적 실속,사회적 소비,2
583d7585246244719fa55bc86bc434fc,소극적 실속,사회적 소비,2
